,precision,recall,f1-score,support
0,0.7635467980295566,0.775,0.7692307692307693,1000.0
1,0.801477377654663,0.868,0.8334133461353816,1000.0
2,0.6863905325443787,0.58,0.6287262872628726,1000.0
3,0.6671899529042387,0.425,0.5192425167990226,1000.0
4,0.7422222222222222,0.668,0.7031578947368421,1000.0
5,0.67601246105919,0.651,0.6632705043301069,1000.0
6,0.6689445709946849,0.881,0.7604661199827363,1000.0
7,0.7045075125208681,0.844,0.7679708826205641,1000.0
8,0.8361138370951914,0.852,0.8439821693907875,1000.0
9,0.7468230694037146,0.764,0.7553138902619871,1000.0
accuracy,0.7308,0.7308,0.7308,0.7308
macro avg,0.7293228334428707,0.7308000000000001,0.7244774380751069,10000.0
weighted avg,0.7293228334428707,0.7308,0.7244774380751069,10000.0
