,precision,recall,f1-score,support
0,0.9928861788617886,0.996938775510204,0.994908350305499,980.0
1,0.9964819700967458,0.9982378854625551,0.9973591549295775,1135.0
2,0.9941804073714839,0.9932170542635659,0.9936984973339796,1032.0
3,0.992133726647001,0.999009900990099,0.9955599407992106,1010.0
4,0.9949135300101729,0.9959266802443992,0.9954198473282443,982.0
5,0.9966178128523112,0.9910313901345291,0.9938167509836987,892.0
6,0.9947698744769874,0.9926931106471816,0.9937304075235109,958.0
7,0.9922330097087378,0.9941634241245136,0.9931972789115646,1028.0
8,0.9989690721649485,0.9948665297741273,0.9969135802469136,974.0
9,0.9960199004975124,0.9920713577799801,0.9940417080436942,1009.0
accuracy,0.9949,0.9949,0.9949,0.9949
macro avg,0.9949205482687689,0.9948156108931157,0.9948645516405893,10000.0
weighted avg,0.9949057940819639,0.9949,0.9948994489259316,10000.0
