,precision,recall,f1-score,support
0,0.9959225280326198,0.996938775510204,0.9964303926568078,980.0
1,0.9947322212467077,0.9982378854625551,0.9964819700967458,1135.0
2,0.9961315280464217,0.998062015503876,0.9970958373668926,1032.0
3,0.9940828402366864,0.998019801980198,0.9960474308300395,1010.0
4,0.98989898989899,0.9979633401221996,0.9939148073022313,982.0
5,0.9966216216216216,0.992152466367713,0.9943820224719101,892.0
6,0.9968487394957983,0.9906054279749478,0.993717277486911,958.0
7,0.9932038834951457,0.995136186770428,0.9941690962099126,1028.0
8,0.9989711934156379,0.9969199178644764,0.9979445015416238,974.0
9,0.996,0.9871159563924677,0.9915380786460926,1009.0
accuracy,0.9952,0.9952,0.9952,0.9952
macro avg,0.995241354548963,0.9951151773949066,0.9951721414609167,10000.0
weighted avg,0.9952080475794052,0.9952,0.9951979583571887,10000.0
