,precision,recall,f1-score,support
0,0.9959225280326198,0.996938775510204,0.9964303926568078,980.0
1,0.9982363315696648,0.9973568281938326,0.99779638607316,1135.0
2,0.9961277831558567,0.997093023255814,0.9966101694915255,1032.0
3,0.9921259842519685,0.998019801980198,0.9950641658440277,1010.0
4,0.9929006085192698,0.9969450101832994,0.9949186991869918,982.0
5,0.9977401129943503,0.9899103139013453,0.9938097917839055,892.0
6,0.99581589958159,0.9937369519832986,0.9947753396029259,958.0
7,0.9912875121006777,0.9961089494163424,0.9936923823386705,1028.0
8,0.9979423868312757,0.9958932238193019,0.9969167523124358,974.0
9,0.9940239043824701,0.9890981169474727,0.9915548931942375,1009.0
accuracy,0.9952,0.9952,0.9952,0.9952
macro avg,0.9952123051419743,0.9951100995191109,0.9951568972484688,10000.0
weighted avg,0.9952067207005988,0.9952,0.9951992030656355,10000.0
