,precision,recall,f1-score,support
0,0.994908350305499,0.996938775510204,0.9959225280326198,980.0
1,0.9964819700967458,0.9982378854625551,0.9973591549295775,1135.0
2,0.9932432432432432,0.997093023255814,0.995164410058027,1032.0
3,0.993103448275862,0.998019801980198,0.9955555555555555,1010.0
4,0.9928644240570846,0.9918533604887984,0.9923586347427407,982.0
5,0.9932584269662922,0.9910313901345291,0.9921436588103255,892.0
6,0.9979013641133263,0.9926931106471816,0.9952904238618524,958.0
7,0.9941634241245136,0.9941634241245136,0.9941634241245136,1028.0
8,0.9989711934156379,0.9969199178644764,0.9979445015416238,974.0
9,0.9920477137176938,0.9890981169474727,0.9905707196029777,1009.0
accuracy,0.9947,0.9947,0.9947,0.9947
macro avg,0.9946943558315899,0.9946048806415743,0.9946473011259815,10000.0
weighted avg,0.9947021702771385,0.9947,0.9946987850224814,10000.0
